Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI
KZGYO,21.88,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 21.63 (%1.1 altta) | EMA21 Direnç: 22.27 (%1.8 üstte),-,22.70-23.16 (%3.7 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.47784205358958,42.89,55.0,-0.78
LIDER,109.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 104.87 (%3.8 altta),-,121.66-125.96 (%11.6 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 24.868148509083166,57.09,92.91,0.84
LIDFA,2.87,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 2.82 (%1.8 altta) | EMA21 Direnç: 2.92 (%1.6 üstte),1.75-1.82 (%36.5 altta),3.49-3.62 (%21.6 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 6.979378886881205,45.44,26.94,-0.85
LILAK,31.56,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 31.16 (%1.3 altta) | EMA5 Direnç: 31.87 (%1.0 üstte),27.59-28.49 (%9.7 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 1.2896651225882794,36.5,4.78,-0.93
LINK,6.52,🔴 Düşüş Trendinde,🔴 SAT,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.66 (%2.2 üstte),-,16.26-17.68 (%149.3 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -17.223347895471253,40.0,3.59,-0.79
LKMNH,15.06,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 14.76 (%2.0 altta) | EMA21 Direnç: 15.09 (%0.2 üstte),14.00-14.72 (%2.3 altta),19.03-19.51 (%26.4 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -7.8838487917027305,48.06,44.29,-0.74
LMKDC,24.36,🔴 Düşüş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 24.12 (%1.0 altta) | EMA21 Direnç: 26.30 (%8.0 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -15.469467013173865,29.78,33.33,-0.91
LOGO,136.2,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 136.14 (%0.0 altta) | EMA21 Direnç: 138.56 (%1.7 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -8.272221423070214,44.34,26.91,-0.3
LRSHO,3.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.00 (%0.1 altta) | EMA21 Direnç: 3.20 (%6.6 üstte),-,3.89-4.14 (%29.7 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -29.522890493025812,33.19,17.78,-0.93
LUKSK,99.9,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 100.17 (%0.3 üstte),91.50-94.25 (%5.7 altta),111.90-115.60 (%12.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -5.859457191262473,42.71,7.41,-0.77
LXGYO,13.85,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.68 (%1.2 altta) | EMA21 Direnç: 14.88 (%7.5 üstte),-,17.76-19.09 (%28.2 üstte),-,34.98,35.54,-0.9
LYDHO,184.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 173.53 (%5.8 altta) | EMA5 Direnç: 184.76 (%0.3 üstte),117.50-124.90 (%32.2 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 6.150349437046776,47.9,31.57,0.22
LYDYE,13602.5,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 13541.78 (%0.4 altta) | EMA21 Direnç: 13745.24 (%1.0 üstte),12257.50-12537.50 (%7.8 altta),-,🟢Fiyat EMA 200 altında! Uzaklık: -6.32856087189364,41.59,94.33,0.2
MAALT,1102.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1105.55 (%0.3 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -0.842523433657516,40.92,2.64,-0.88
MACKO,33.98,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 33.53 (%1.3 altta) | EMA21 Direnç: 34.75 (%2.3 üstte),24.10-24.87 (%26.8 altta),41.21-42.34 (%21.3 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -5.064463494763083,39.24,96.43,-0.2
MAGEN,38.24,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 36.53 (%4.5 altta) | EMA200 Direnç: 39.68 (%3.8 üstte),-,66.00-68.30 (%72.6 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -3.623204279613579,50.66,100.0,0.83
MAKIM,18.46,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 18.40 (%0.3 altta) | EMA21 Direnç: 18.48 (%0.1 üstte),15.13-15.46 (%16.3 altta),19.09-20.34 (%3.4 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.221609313009567,50.39,20.06,-0.26
MAKTK,11.68,🔴 Düşüş Trendinde,⏳ BEKLE,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 11.78 (%0.9 üstte),-,16.73-17.30 (%43.2 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -19.393759338876905,32.46,2.5,-0.82
MANAS,32.44,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),🔴 ZİRVEDE,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🚨 BB SIKIŞMA,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 30.57 (%5.8 altta),10.47-10.84 (%66.6 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 67.69775925917145,72.66,33.33,0.18
MARBL,13.05,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.00 (%0.4 altta) | EMA21 Direnç: 13.11 (%0.5 üstte),12.09-12.76 (%2.2 altta),14.65-15.30 (%12.3 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -4.0890643872952825,48.36,51.9,-0.07
MARKA,74.25,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA55 Destek: 72.03 (%3.0 altta) | EMA5 Direnç: 79.44 (%7.0 üstte),24.20-27.16 (%63.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 34.13949676987056,39.65,0.0,-0.92
MARMR,2.25,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 2.23 (%0.8 altta) | EMA21 Direnç: 2.33 (%3.5 üstte),-,3.78-4.00 (%68.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -18.528183774642994,39.84,34.73,-0.93
MARTI,1.64,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1.62 (%1.4 altta) | EMA21 Direnç: 1.70 (%3.4 üstte),-,2.30-2.50 (%40.2 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -33.72477864933822,40.69,42.2,-0.88
MAVI,41.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 40.92 (%0.2 altta) | EMA100 Direnç: 41.31 (%0.8 üstte),35.32-35.90 (%12.4 altta),43.98-45.10 (%7.3 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 0.4869088912768049,54.55,100.0,0.45
MCARD,142.2,🔴 Düşüş Trendinde,🔴 SAT,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 143.71 (%1.1 üstte),-,-,-,32.78,15.92,-0.97
MEDTR,27.32,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 27.72 (%1.5 üstte),26.94-28.65 (fiyat bandın içinde!),30.40-31.20 (%11.3 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.439196444892305,33.35,3.5,-0.62
MEGAP,2.04,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 2.03 (%0.3 altta) | EMA21 Direnç: 2.14 (%4.9 üstte),-,4.50-5.00 (%120.6 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -35.04805886619948,36.75,61.81,-0.74
MEGMT,67.95,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 62.41 (%8.2 altta) | EMA5 Direnç: 68.29 (%0.5 üstte),-,87.00-95.00 (%28.0 üstte),⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 8.88219866828126,33.38,11.98,-0.97
MEKAG,3.48,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.48 (%0.1 altta) | EMA21 Direnç: 3.59 (%3.2 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -21.36318894632001,36.5,58.68,-0.66
MEPET,20.58,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 20.46 (%0.6 altta) | EMA5 Direnç: 21.13 (%2.7 üstte),13.70-14.00 (%32.0 altta),-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 0.5828543671115849,36.31,14.72,-0.75
MERCN,25.6,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 24.73 (%3.4 altta),-,37.26-41.30 (%45.5 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.205245293757343,57.72,39.95,-0.6
MERIT,17.5,🟢 Yükseliş Trendinde,🔴 SAT,🩸 SAT (Zirveden Dönüş),-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 17.23 (%1.5 altta) | EMA21 Direnç: 17.58 (%0.4 üstte),15.19-15.98 (%8.7 altta),24.12-24.88 (%37.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -3.1379188341174813,49.97,35.22,0.5
MERKO,1.53,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1.54 (%1.0 üstte),-,15.20-16.15 (%893.5 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -83.9787588120096,26.54,69.46,-0.58
METRO,8.93,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 8.82 (%1.2 altta),5.13-5.39 (%39.6 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 41.56539260187484,56.68,51.79,0.38
MEYSU,13.43,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,-,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.03 (%2.9 altta) | EMA21 Direnç: 13.98 (%4.1 üstte),-,-,-,38.44,66.93,-0.82
MGROS,627.0,🔴 Düşüş Trendinde,🔴 SAT,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 624.72 (%0.4 altta) | EMA100 Direnç: 641.21 (%2.3 üstte),415.39-429.68 (%31.5 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 5.803695726283764,40.5,16.72,-0.87
MHRGY,3.62,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.61 (%0.3 altta) | EMA21 Direnç: 3.78 (%4.4 üstte),3.24-3.38 (%6.6 altta),-,🟢Fiyat EMA 200 altında! Uzaklık: -5.907024874417277,40.3,37.86,-0.91
MIATK,34.24,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 34.03 (%0.6 altta) | EMA21 Direnç: 37.63 (%9.9 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -15.74493601617325,36.53,95.96,-0.75
MMCAS,65.0,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 61.55 (%5.3 altta) | EMA55 Direnç: 67.28 (%3.5 üstte),-,122.20-134.40 (%88.0 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -18.748965624571813,54.72,59.04,-0.2
MNDRS,11.21,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 11.07 (%1.3 altta) | EMA21 Direnç: 11.23 (%0.2 üstte),-,12.95-13.69 (%15.5 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -14.84035819374131,47.13,51.78,-0.77
MNDTR,5.72,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 5.70 (%0.3 altta) | EMA55 Direnç: 5.83 (%2.0 üstte),-,6.33-6.64 (%10.7 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -10.419345707724482,49.35,60.54,-0.75
MOBTL,14.35,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 14.33 (%0.2 altta) | EMA5 Direnç: 14.41 (%0.4 üstte),6.73-6.98 (%51.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 27.13158551296404,50.45,58.96,0.75
MOGAN,16.76,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),📈 TREND DEVAMI (0 Üstü + Hacim),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 15.56 (%7.2 altta),8.05-8.15 (%51.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 44.65054654187812,64.12,49.05,0.61
MOPAS,32.74,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 32.01 (%2.2 altta) | EMA21 Direnç: 33.42 (%2.1 üstte),30.54-31.18 (%4.8 altta),41.04-44.04 (%25.4 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -14.49637236382575,42.98,58.86,-0.68
MPARK,429.5,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 427.91 (%0.4 altta) | EMA100 Direnç: 435.70 (%1.4 üstte),-,-,⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.709208754363137,49.24,55.6,-0.57
MRGYO,1.45,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1.43 (%1.6 altta) | EMA21 Direnç: 1.49 (%3.0 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -32.60218211093021,41.45,43.27,-0.88
MRSHL,1895.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 1767.46 (%6.7 altta) | EMA21 Direnç: 1950.49 (%2.9 üstte),1484.00-1541.00 (%18.7 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 13.215919973472001,49.5,2.35,-0.23
MSGYO,6.14,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 6.10 (%0.6 altta) | EMA21 Direnç: 6.24 (%1.6 üstte),-,7.61-8.49 (%23.9 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 1.7955801936591742,46.04,39.66,-0.6
MTRKS,29.78,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 29.52 (%0.9 altta) | EMA5 Direnç: 29.88 (%0.3 üstte),20.09-21.40 (%28.1 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 17.522597972035992,54.18,13.85,-0.13
MTRYO,10.35,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 10.32 (%0.3 altta) | EMA5 Direnç: 10.42 (%0.7 üstte),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 8.212363703639337,46.74,9.04,-0.6
MZHLD,5.63,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 5.64 (%0.1 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -11.417272549594081,34.96,49.51,-0.89
NATEN,6.44,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 6.39 (%0.8 altta) | EMA21 Direnç: 6.54 (%1.6 üstte),-,8.58-9.00 (%33.2 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -18.33179081722729,44.05,60.86,-0.51
NETAS,62.8,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 62.20 (%1.0 altta) | EMA21 Direnç: 63.79 (%1.6 üstte),54.35-55.70 (%11.3 altta),75.50-83.70 (%20.2 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -3.8103986555120484,45.45,67.66,-0.72
NETCD,144.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 138.84 (%3.8 altta) | EMA5 Direnç: 146.41 (%1.5 üstte),114.12-124.18 (%13.9 altta),151.60-164.00 (%5.1 üstte),-,41.86,42.88,-0.75
NIBAS,4.2,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.18 (%0.4 altta) | EMA21 Direnç: 4.35 (%3.7 üstte),-,-,🟢Fiyat EMA 200 altında! Uzaklık: -14.820339550582828,37.52,62.4,-0.66
NTGAZ,11.45,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 11.42 (%0.3 altta) | EMA21 Direnç: 11.61 (%1.4 üstte),9.28-9.65 (%15.8 altta),12.55-13.33 (%9.6 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.792408085814581,44.11,49.96,0.15
NTHOL,46.6,🟢 Yükseliş Trendinde,🔴 SAT,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 46.46 (%0.3 altta),35.98-38.62 (%17.1 altta),51.50-54.20 (%10.5 üstte),⚡Fiyat EMA 200'e Yaklaşıyor! Uzaklık: 4.217089446217881,59.71,47.14,0.64
NUGYO,9.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 9.23 (%0.4 üstte),-,10.94-11.48 (%18.9 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -8.409311204223268,37.34,38.82,-0.84
NUHCM,222.1,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 221.84 (%0.1 altta) | EMA21 Direnç: 222.85 (%0.3 üstte),202.12-209.61 (%5.6 altta),246.10-255.25 (%10.8 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -1.5972149152157278,48.39,32.68,-0.09
OBAMS,5.34,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.32 (%0.4 altta) | EMA21 Direnç: 5.96 (%11.6 üstte),-,8.39-8.75 (%57.1 üstte),🟢Fiyat EMA 200 altında! Uzaklık: -29.26924915317105,27.03,69.92,-0.93
OBASE,43.36,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 41.30 (%4.8 altta),30.84-32.00 (%26.2 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 14.587138033847546,61.88,88.09,0.73
ODAS,8.46,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 8.38 (%0.9 altta),5.09-5.21 (%38.4 altta),-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 27.3336708011755,55.63,69.39,-0.05
ODINE,2090.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 2033.45 (%2.7 altta),-,-,⚠️Fiyat EMA 200 Üzerinde! Uzaklık: 142.58871607888105,75.28,62.1,0.68
